PST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2014-10-29,80,71,61,,55,,93,71,37,,30.04,,,,,,3,15,0.00,,,280
2014-10-30,74,67,60,,57,,87,76,55,,29.91,,,,,,6,22,0.00,,,230
2014-10-31,64,61,58,,55,,93,82,75,,29.82,,,,,,8,22,0.18,,,270
2014-11-1,65,60,55,,51,,90,77,60,,29.91,,,,,,10,31,0.00,,,280
2014-11-2,66,58,49,,49,,89,73,47,,30.13,,,,,,6,25,0.00,,,290
2014-11-3,69,60,50,,51,,93,78,53,,30.22,,,,,,6,23,0.00,,,280
2014-11-4,72,61,50,,53,,97,78,49,,30.26,,,,,,4,20,0.00,,,280
2014-11-5,76,65,54,,54,,93,70,45,,30.14,,,,,,2,14,0.00,,,290
2014-11-6,74,65,56,,57,,96,82,61,,30.19,,,,,,9,28,0.00,,,280
2014-11-7,70,62,54,,58,,100,93,73,,30.16,,,,,,6,24,0.00,,,280
2014-11-8,75,65,54,,56,,100,80,50,,30.06,,,,,,3,22,0.00,,,290
2014-11-9,69,61,53,,56,,100,91,75,,29.92,,,,,,8,28,0.00,,,290
2014-11-10,68,61,53,,55,,100,86,63,,29.82,,,,,,5,18,0.00,,,200
2014-11-11,67,61,54,,51,,87,70,54,,29.92,,,,,,7,21,0.00,,,190
2014-11-12,67,62,57,,49,,93,62,50,,29.99,,,,,,5,18,0.15,,,270
2014-11-13,67,62,56,,58,,100,88,73,,30.01,,,,,,9,31,0.25,,,260
2014-11-14,66,61,56,,56,,97,84,70,,30.08,,,,,,10,22,0.00,,,270
2014-11-15,66,60,54,,55,,96,83,65,,30.14,,,,,,9,23,0.00,,,280
2014-11-16,63,60,56,,39,,84,45,28,,30.22,,,,,,8,26,0.00,,,10
2014-11-17,66,58,50,,43,,80,57,34,,30.17,,,,,,6,18,0.00,,,60
2014-11-18,64,58,51,,46,,77,64,50,,30.09,,,,,,2,14,0.00,,,50
2014-11-19,64,60,56,,55,,100,86,60,,30.05,,,,,,7,28,0.12,,,170
2014-11-20,60,57,53,,55,,100,93,78,,30.05,,,,,,4,25,0.20,,,130
2014-11-21,61,58,54,,54,,100,84,72,,30.09,,,,,,4,20,0.00,,,50
2014-11-22,65,60,55,,58,,100,89,72,,30.13,,,,,,12,33,0.15,,,270
2014-11-23,66,58,49,,48,,89,73,49,,30.29,,,,,,4,24,0.00,,,280
2014-11-24,66,57,47,,45,,93,68,37,,30.36,,,,,,2,23,0.00,,,280
2014-11-25,65,57,49,,48,,93,74,56,,30.39,,,,,,1,22,0.00,,,90
2014-11-26,68,59,49,,50,,93,75,57,,30.25,,,,,,2,17,0.00,,,60
2014-11-27,64,57,50,,53,,100,87,74,,30.12,,,,,,4,17,0.00,,,270
2014-11-28,63,55,46,,51,,100,87,72,,29.96,,,,,,5,20,0.00,,,190
2014-11-29,65,61,57,,58,,97,91,81,,29.81,,,,,,7,15,0.08,,,160
2014-11-30,62,58,53,,56,,100,91,81,,29.86,,,,,,6,29,1.04,,,130
2014-12-1,64,61,57,,58,,100,92,81,,30.03,,,,,,4,18,0.00,,,60
2014-12-2,62,59,56,,58,,100,96,90,,29.77,,,,,,10,25,1.59,,,110
2014-12-3,66,63,59,,60,,100,92,78,,29.76,,,,,,10,39,1.89,,,170
2014-12-4,67,63,58,,59,,100,90,73,,29.94,,,,,,5,16,0.10,,,120
2014-12-5,67,63,58,,60,,100,92,73,,30.02,,,,,,6,20,0.14,,,150
2014-12-6,67,63,58,,60,,100,94,78,,30.18,,,,,,4,15,0.09,,,130
2014-12-7,64,59,54,,58,,100,94,78,,30.17,,,,,,2,18,0.00,,,230
2014-12-8,68,62,56,,58,,100,90,78,,30.15,,,,,,3,12,0.00,,,120
2014-12-9,63,60,57,,59,,100,96,90,,30.14,,,,,,2,12,0.00,,,290
2014-12-10,65,62,58,,58,,100,87,76,,29.90,,,,,,11,32,0.00,,,140
2014-12-11,67,59,51,,56,,100,91,75,,29.62,,,,,,12,48,3.43,,,180
2014-12-12,58,55,51,,51,,97,90,77,,29.89,,,,,,4,13,0.38,,,120
2014-12-13,56,52,48,,49,,97,86,75,,30.17,,,,,,2,14,0.00,,,60
2014-12-14,61,55,49,,50,,100,85,72,,30.05,,,,,,6,18,0.14,,,100
2014-12-15,63,58,52,,53,,100,97,93,,29.88,,,,,,12,33,1.37,,,90
2014-12-16,63,57,50,,51,,100,86,65,,29.90,,,,,,9,36,0.84,,,190
2014-12-17,60,55,50,,51,,100,89,67,,30.02,,,,,,6,24,0.21,,,120
2014-12-18,60,56,52,,52,,97,88,78,,30.13,,,,,,3,14,0.02,,,120
2014-12-19,59,57,55,,56,,100,97,83,,30.13,,,,,,5,21,0.38,,,130
2014-12-20,62,59,56,,57,,100,93,75,,30.19,,,,,,3,10,0.02,,,140
2014-12-21,63,61,58,,60,,100,98,93,,30.28,,,,,,11,29,0.02,,,280
2014-12-22,65,60,54,,57,,100,97,84,,30.23,,,,,,4,20,0.00,,,270
2014-12-23,68,60,51,,55,,100,89,63,,30.17,,,,,,4,17,0.00,,,290
2014-12-24,62,55,48,,51,,100,83,64,,30.05,,,,,,12,43,0.04,,,300
2014-12-25,58,52,46,,37,,66,56,42,,30.11,,,,,,13,28,0.00,,,320
2014-12-26,59,52,44,,36,,68,53,42,,30.18,,,,,,11,30,0.00,,,360
2014-12-27,56,49,42,,37,,83,63,49,,30.33,,,,,,4,15,0.00,,,70
2014-12-28,57,50,43,,45,,90,81,62,,30.29,,,,,,4,16,0.00,,,270
2014-12-29,55,50,44,,44,,96,76,59,,30.17,,,,,,9,33,0.00,,,300
2014-12-30,55,51,47,,33,,83,51,38,,30.16,,,,,,24,51,0.00,,,10
2014-12-31,58,50,41,,28,,71,43,24,,30.17,,,,,,11,43,0.00,,,360
